,price,listing_title,listing_subtitle,name,sqft,bedrooms,bathrooms,address,price_per_sqft,listing_tags,listings_desc,developer,property_title_type,furnishing,built_year,listed_on,tenure,property_type,floor_lv,psf_det,floor_size_det,num_units,facilities,url
627,"1,050,000","D'Premier 1, Bandar Damai Perdana",,"D'Premier 1, Bandar Damai Perdana",2690,5,5,"Jalan Damai Perdana 13/1H, Bandar Damai Perdana, Kajang, Selangor",390.33,2-storey Terraced House,"
Description
Cheap D'Premier 2 Storey Super Link House Bandar Damai Perdana
                                    Very Cheap 2 Storey Super Link House Bandar Damai Perdana,Cheras:

D'Premier Bandar Damai Perdana, Cheras
2 Storey Super Link House

- Land Area : 24' x 75' 
- Build up appox. 2690sf
- 5 Bedroom
- 5 Bathroom
- Water Heater
- Kitchen Cabinet, Hob & Hood
- Ceiling Fan & Lights

Others house for sale at Bandar Damai Perdana:
D'Premier 2 Storey Super Link House - RM1,050,000
D'Majestica 1st Floor Town House - RM420,000
D'Majestica Ground Floor Town House - RM439,900

Agent Name : Christopher Saw
Hp : 017-8824192 

                                    Read More
",Medan Damai Sdn Bhd,Individual,,2014,1 day ago,Freehold,2-storey Terraced House For Sale,,RM 390.33 psf,2690 sqft,122,"Car Park, Children's Playground, Perimeter Fencing, 24 hours security",https://www.propertyguru.com.my/property-listing/d-premier-1-bandar-damai-perdana-for-sale-by-christopher-saw-36350562#contact-agent
628,"450,000",Palm Spring @ Damansara,,Palm Spring @ Damansara,1250,3,2,"1 Jalan PJU 3/23, Section 13, Kota Damansara, Kota Damansara, Damansara, Selangor",360.00,Condominium,"
Description
Corner Unit Palm Spring Condo, Kota Damansara
                                    Palm Spring Condo,  Kota Damansara

Asking Price: RM 550K 
new price  RM 450K

Property Details
=============
Biggest Unit , Corner
BU:  1250 sq ft.
Leasehold Bumi
3R 2B, 
1 Carpark
24 hour security.


Facilities
=========
Clubhouse, 
7 Swimming pools, 
Children’s wading pool, 
Indoor badminton court, Gymnasium, 
Sauna, Jacuzzi, 
Tennis court, Nursery, Children’s playground, Kindergarten, 
Multi lever car park, 


Easy Access to 
KLCC via Penchala Link. Nearby IKEA, TESCO, THE CURVE Shopping Mall, One Utama Shopping Mall. 
10 mins drive to Village Grocer  Giant and Carrefour Sunway Damansara


I am just a whatsapp away 
Eda Zainal |REN 48990| 0163382597 

https://wasap.irealty.my/edaszpalm
                                    Read More
",Muafakat Sdn Bhd / PKNS,Individual,Unfurnished,"January, 2005",10 hours ago,Leasehold,Condominium For Sale,Middle Floor,RM 360.00 psf,1250 sqft,2180,"Badminton hall, Basketball court, Barbeque Area, Covered car park, Clubhouse, Fun pool, Gymnasium room, Jacuzzi, Lounge, Mini-Mart, Multi-purpose hall, Nursery, Playground, Sauna, 24 hours security, Swimming pool, Tennis courts",https://www.propertyguru.com.my/property-listing/palm-spring-damansara-for-sale-by-eda-zainal-35371525#contact-agent
629,"398,000",Puchong Landed house 28x75 FreeHold,,Puchong Landed house 28x75 FreeHold,2989,4,4,"gated individual, Bandar Kinrara, Puchong, Selangor",133.15,2-storey Terraced House,"
Description
Nr shop lot, school
                                    KINI DIBUKA! Double Storey Landed House 
 4 Bilik 4 Tandas
 Open Living & Dining Space
 Guarded Community 
 Location Nearby : Nilai, Cyberjaya, Putrajaya, Kota Warisan, Salak Tinggi, Dengkil…

(Early Bird Package)
- 0 DOWN PAYMENT
- 100% FULL LOAN
- FREE SPA LEGAL FEE
- FREE LOAN LEGAL FEE
- FREE DISBURSEMENT FEE
- FREE LOAN STAMP DUTY

T&C:
1. Umur 24 ke-atas
2. Minimum Gaji RM3500 (Seorang & Gabung Name)
3. Rumah Pertama
                                    Read More
",,Individual,Unfurnished,N/A,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 133.15 psf,2989 sqft,,"Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/puchong-landed-house-28x75-freehold-for-sale-by-ah-yang-36306102
630,"850,000","Greenfield Residence, Bandar Sunway",,"Greenfield Residence, Bandar Sunway",1302,4,3,"Lot 62161, Jalan PJS 8/15, PJS 8, Bandar Sunway, Petaling Jaya, Selangor",652.84,Service Residence,"
Description
Developer Unit, installment Rm3500, rental can up to Rm5000
                                    Greenfield Residence, Bandar Sunway
Developer Unit
Ready To Move In New Project
Selling Final Block

> 581sf 1 + 1 rooms RM530K (2 side by side carpark)
> 764sf 2 rooms RM622K (2 side by side carpark)
> 861sf 3 rooms RM649K (2 side by side carpark)
> 1130sf 3 rooms RM740K (2 side by side carpark)
> 1259sf 3 + 1 rooms RM830K (3 side by side carpark)
> 1302sf 3 + 1 rooms RM840K (3 side by side carpark)

> TOP 10 Architect design in Singapore
> Unit size 581sf to 1,302 sf
> FREE partly furnish
> 5 Star Luxury Condo
> 1/2/3 side by side parking
> Dual Key concept
> Easy rental & high-end tenant
> Modern architecture Design & Layout
> 3 tier tight security
> Lush Greenery
> Booking 500 only

Nearby:
5 mins to Sunway Pyramid
5 mins to Sunway Lagoon
10 mins Sunway medical & Subang medical
Taylors Lakeside U, Sunway U, Monash U, Inti, One academy and many others
15 mins to Subang SS 15
15 mins to Mid Valley Megamall

Very easy accessibility as below :~
> LDP Highway
> NPE Highway
> Kesas Highway
> Federal Highway
> NKVE Highway
> LRT Station
> BRT Station
> KTM Station
                                    Read More
",CICET Asia Development,,Unfurnished,2021,4 days ago,99-year Leasehold,Service Residence For Sale,,RM 652.84 psf,1302 sqft,816,"Air-Conditioning, Balcony, Water Heater, Jogging track",https://www.propertyguru.com.my/property-listing/greenfield-residence-bandar-sunway-for-sale-by-yoong-35711023#contact-agent
631,"590,000",M Panora,,M Panora,2000,4,3,"M Panora, Rawang, Selangor",295.00,2-storey Terraced House,"
Description
New Freehold Superlink House - M Panora @ Rawang
                                    New FREEHOLD Superlink House - M Panora  @ Rawang 
Project Feature:
-Double Storey Superlink Home
-4 Bedroom 3 Bathroom
-24 x 65
-Freehold
-Low Density 396 units
-45 Acre Land with 15 Acre of Greenery Area
-Double Ceiling Height Living Room
-Gated & Guarded 24/7
-5km to Aeon Rawang
-Rm590k onwards 
-Zero Downpayment 10% rebate 
-7% Bumi Rebate
-Maintenance Fees:RM0.13-0.17 psf
-Expected Completion: 2025

For Details Please Contact: Shukor(0172645563)
                                    Read More
",Semai Meranti Sdn Bhd,,Unfurnished,N/A,3 days ago,Freehold,2-storey Terraced House For Sale,,RM 295.00 psf,2000 sqft,396,"Corner Unit, Private Garden, High Floor, Lake View, Amphitheatre, Children's Playground, Community Garden, Perimeter Fencing, Fitness corner, Jogging track, Landscaped Garden, Main entrance, Pavillion, Playground, Precinct Pavilion, 24 hours security, Shelters",https://www.propertyguru.com.my/property-listing/m-panora-for-sale-by-shukor-harun-36002685
632,"660,000",Taman Cheras Hartamas,,Taman Cheras Hartamas,1440,4,3,"Taman Cheras Hartamas, Batu 9th Cheras, Cheras, Selangor",458.33,Terraced House,"
Description
Taman Cheras Hartamas Double Storey Near Leisure Mall Eco Cheras
                                    Cheras Double Storey @ Taman Cheras Hartamas For Sale
Please contact Kevin(REN 58132) 013-9331831 
 arrange viewing.

• 18x80sf
• 4 Bedrooms
• 3 Bathrooms
• 2 Storey terrace
• Basic Unit
• Move In Condition
• Strategic location

• Selling  Price : RM660K

Please contact Kevin(REN 58132) 013-9331831 
 arrange viewing. Thanks！
                                    Read More
",,,Unfurnished,N/A,8 hours ago,Leasehold,Terraced House For Sale,,RM 458.33 psf,1440 sqft,-,"Air-Conditioning, Water Heater, Car Park, Playground",https://www.propertyguru.com.my/property-listing/taman-cheras-hartamas-for-sale-by-kevin-chen-35516127#contact-agent
633,"300,000",MOVE IN 2023 Q1【Instalment RM1100 ONLY】2Bedrooms & Fully Furnish Township Development Last 5 Units,,MOVE IN 2023 Q1【Instalment RM1100 ONLY】2Bedrooms & Fully Furnish Township Development Last 5 Units,680,2,2,"Damansara Perdana, Damansara, Selangor",441.18,Condominium,"
Description
Best invest condo with high rental return, 6 Star Facilities
                                    (The Best Investment Property) with Monthly Installment from Rm 1,xxx !!
https://luxuryhome.wasap.my/
- Studio / 2 Bed
- Spacious Layout with FULLY FURNISH PACKAGE
- Help you direct save up RM100k !
- 6 Stars Facilitie to get a better lifestyle environment
- First Italy Europian Concept Design Condo
- Suitable as Home Office or AIRBNB, your tenant market is bigger

Amenities: 
 5 Mins to IKEA, 1 Utama & F&B Outlet
 10-20 Mins to KL & Well Connected
 5 Mins to MRT Station
 Near to 10 Acres Park
 Easy access to LDP, Dash & Penchala Link

SHOW UNIT READY FOR VIEWING. 
contact for more info & E-Brochure Now  
Contact Us & Visit Our Showroom Now !!
===============================
Don't Hesitate to Call/Whataaps,
Dion Teh 01159758964 
 
Dion Teh 01159758964 
 
===============================





































































































































































Cheras , Kepong , Segambut , Mont Kiara , Sri Hartamas , Jalan Kuching , Dutamas, Putramas , Sri Petaling ,Puchong , Kajang , Bangi , Seri Kembangan , CyberJaya , PutraJaya , Nilai , Sendayan , Seremban , Balakong , OUG , Semenyih , Desa Petaling , Pudu , Kuchai Lama , Dengkil , Sungai Besi, Bukit Jalil , Serdang , Cheras ,
                                    Read More
",,,Partially Furnished,N/A,6 days ago,,Condominium For Sale,Middle Floor,RM 441.18 psf,680 sqft,,"Air-Conditioning, Audio System, Balcony, Bathtub, Bed, Bombshelter, Cable TV, City View, Colonial Building, Cooker Hob/Hood, Corner Unit, Dining Room Furniture, Dishwasher, Dryer, DVD Player, Fridge, Garage, Private Garden, Ground Floor, Park / Greenery View, Hairdryer, High Floor, Internet Connection, Intercom, Iron / Ironing Board, Jacuzzi, Kitchen Utensils, Lake View, Low Floor, Living Room Furniture, Maidsroom, Original Condition, Oven / Microwave, Outdoor Patio, Penthouse, Swimming Pool View, Private Pool, Renovated, Roof Terrace, Sea View, Terrace, Television, Walk-in-wardrobe, Washing Machine, Water Heater, Adventure park, Aerobic pool, Aircon Facilities, Amphitheatre, Badminton hall, Basketball court, Barbeque Area, Basement car park, Billiards room, Business Centre, Bowling alley, Cafes, Car Park, Covered car park, Children's Playground, Clubhouse, Covered Linkways, Community Garden, Community Plaza, Drop Off Point, Driving range, Eateries, Existing Bus Stop, Electrical Sub-Station, Elderly Wellness Stations, Perimeter Fencing, Fitness corner, Fun pool, Function room, Game room, Gymnasium room, Jacuzzi, Jogging track, Karaoke, Lap pool, Launderette, Landscaped Garden, Library, Lift lobby, Lounge, Main entrance, Meeting room, Mini golf range, Mini-Mart, Multi-Storey Car Park, Multi-purpose hall, Nursery, Open car park, Pavillion, Pool Deck, Playground, Pantry, Precinct Pavilion, Putting Green, Reading Room, Reflexology Path, Roof Terrace, Salon, Sauna, 24 hours security, Shelters, Sky Lounge, Spa pool, Squash court, Steam bath, Swimming pool, Utilities Center, Aeroyoga Room",https://www.propertyguru.com.my/property-listing/move-in-2023-q1-instalment-rm1100-only-2bedrooms-fully-furnish-township-development-last-5-units-for-sale-by-dion-teh-35710757
634,"668,000",Bandar Sungai Long,,Bandar Sungai Long,1620,4,3,"Jalan SL 7, Bandar Sungai Long, Kajang, Selangor",412.35,2-storey Terraced House,"
Description
Sungai Long Terrace House For Sale
                                    2 STOREY TERRACE HOUSE @ SL 7, BANDAR SUNGAI LONG

· Land Size : 1,340 Sq.Ft (20’x67’)
· Build Up Area : 1,620 Sq.Ft
· 4 Bedrooms + 3 Bathrooms
· Freehold
· Partially Furnished
· Gated & Guarded
· Facing North East
· Perfect Location: Along Sungai Long Main road, Nearby UTAR, Sungai Long Business Center, Banking area

· Selling Only RM 668k !!!
· Selling Only RM 668k !!!
· Selling Only RM 668k !!!

* Don't Miss Out!!! Call Me Today to Book A Viewing
WhatsApp : https://wa.link/9hlvfh
WhatsApp : https://wa.link/9hlvfh
WhatsApp : https://wa.link/9hlvfh
========================================
Call Lucky Wong for viewing(REN55880) +6018-212 2000 

========================================

欢迎业主委托产业出租买卖
免费提供产业估价以及广告宣传
提供专业银行贷款/律师楼买卖合同
欢迎委托我们帮你解决买、卖、租的一切问题
Welcome owners to entrust property rental and sale
Free property valuation and advertising
Provide professional bank loan/lawyer building sales contract
Welcome to entrust us to help you solve all the problems of buying, selling and renting
#LuckyWong #PropNexCHERAS #PropNexMalaysia
                                    Read More
",,,Partially Furnished,N/A,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 412.35 psf,1620 sqft,,"Air-Conditioning, Balcony, Water Heater, Covered car park, Clubhouse, Playground, 24 hours security",https://www.propertyguru.com.my/property-listing/bandar-sungai-long-for-sale-by-happy-wong-35839322
635,"730,000",Taman Damai Impian 2,,Taman Damai Impian 2,1920,4,3,"Jalan Damai Impian 2/9, Pandan Perdana, Cheras, Selangor",380.21,2-storey Terraced House,"
Description
Freehold 20x70 1920sqft 2 storey terrace under market value. view now!
                                    FOR SALE: TAMAN DAMAI IMPIAN 2. 2-Storey Terrace House At Below Market Value! 

=======================================
Asking Price: RM730,000 (nego)
=======================================

***** I enjoy viewing, making friends and helping you look for unit that suits your needs and budget. DM me now! I won't bite :) *****

TAMAN DAMAI IMPIAN 2 Details:
| Freehold (Individual Title) |
| 20x70 Land Area |
| 1920 sqft Built-Up |
| Intermediate Unit |
| 2 carparks |
| 4 rooms & 3 bathrooms |
| Basic Unit |


Nearby Amenities: 
+ SMK Bandar Damai Perdana (1.5km)
+ Commercial Area (1.6km)
+ Checkers Hypermarket (2.1km)
+ AEON BiG Tun Hussein Onn (4.8km)
+ NSK Trade City Batu 9 Cheras (8.1km)
+ The Mines Shopping Mall (5.8km)

Accessibility:
- SILK highway
- Cheras-Kajang Expressway


****AVAILABLE NOW****

================================================
Contact Me For More Details and To Arrange for Viewing:

Anthony Goh 012-6776 108 
  (WhatsApp/Call)
anthonygoh.property@gmail.com
Nexsgen Realty Sdn Bhd (E(1) 1914)
================================================

*OWNERS WELCOME TO LIST WITH ME :)
*OWNERS WELCOME TO LIST WITH ME :)
                                    Read More
",Cheras Hong Soon Development Sdn. Bhd.,Individual,Unfurnished,"January, 2015",5 days ago,Freehold,2-storey Terraced House For Sale,,RM 380.21 psf,1920 sqft,72,"Children's Playground, Perimeter Fencing, Jogging track, 24 hours security",https://www.propertyguru.com.my/property-listing/taman-damai-impian-2-for-sale-by-anthony-goh-36022769
636,"235,000",One Equine,,One Equine,450,2,1,"Jln Equine 10, Taman Equine, Seri Kembangan, Selangor",522.22,Service Residence,"
Description
Condo Near Aeon and MRT
                                    Top developer in Asia

Greenery enviroment with 6.08 acres facilities

Build Up 450sqft - 1055sqft

Price from RM235,000

Singapore Developer

Provide Shuttle Van service to MRT Station

2 min Walking distance to Aeon Mall, banks, supermarkets, restaurant

10 min Drive to Pavillion Bukit Jalil

15 min drive to KL City


Feel Free to visit us at Sale Gallery or For more inquiry
Raymond 012-2603931 

Raymond 012-2603931 

                                    Read More
",,Strata,,2024,5 days ago,Leasehold,Service Residence For Sale,,RM 522.22 psf,450 sqft,-,"Balcony, Park / Greenery View, Basketball court, Barbeque Area, Cafes, Car Park, Gymnasium room, Jacuzzi, Jogging track, Mini-Mart, Playground, 24 hours security, Swimming pool, Tennis courts",https://www.propertyguru.com.my/property-listing/one-equine-for-sale-by-raymond-heng-36099093#contact-agent
637,"720,000","Avenham Garden Type A, Eco Grandeur Bandar Puncak Alam",,"Avenham Garden Type A, Eco Grandeur Bandar Puncak Alam",1868,4,3,"Eco Grandeur, Bandar Puncak Alam, Bandar Puncak Alam, Kuala Selangor, Selangor",385.44,2-storey Terraced House,"
Description
Cheapest unit as at 20 nov
                                    _*ENGLISH GARDEN CONCEPT*_
Avenham Garden, Eco Grandeur Puncak Alam
2 Storey Terrace Link House Intermediate [Strata Landed]
Type A


(Cheapest 2 Storey (Type A) Avenham Garden, Bandar Puncak Alam

(A) DETAILS
 Leasehold
 Non Bumi owner
 Strata Title
 Land Area : 30 x 60
 Built Up : 1868 sf
 4 rooms + 3 baths
 Alarm system and 24 hours security
 Tenanted


(B) FACILITIES
- Resident's Only Clubhouse
- Gymnasium
- Surau
- Multipurpose Hall
- Playground
- 24 by 7 Strict Security


(C) AMENITIES & ACCESSIBILITY
- Eco Grandeur Garden
- Jogging Track, Eateries, Florist etc.
- Jaya Grocer etc
- Persiaran Mokhtar Dahari
- NKVE via Bukit Jelutong @ Setia Alam exit (15 mins)
- LATAR Expressway
- DASH soon to be completed

Asking for: RM 720K only

Hana Wahid | REN20104
www.wasap.my/60172376375
Landsworth Properties Sdn Bhd

CoFarr

LANDSWORTH PROPERTIES SDN. BHD. (E(1)1959)
                                    Read More
",,,Partially Furnished,2014,1 day ago,Leasehold,2-storey Terraced House For Sale,,RM 385.44 psf,1868 sqft,,"Gymnasium room, Jogging track, 24 hours security",https://www.propertyguru.com.my/property-listing/avenham-garden-type-a-eco-grandeur-bandar-puncak-alam-for-sale-by-hana-wahid-35798917
